65.5,44.5,2670
66.5,44.5,2670
67.5,44.5,2670
68.5,44.5,2670
69.5,44.5,2670
70.5,44.5,2670
71.5,44.5,2670
72.5,44.5,2670
73.5,44.5,2670
74.5,44.5,2670
75.5,44.5,2670
76.5,44.5,2670
77.5,44.5,2670
78.5,44.5,2670
79.5,44.5,2670
80.5,44.5,2670
81.5,44.5,2670
82.5,44.5,2670
83.5,44.5,2670
84.5,44.5,2670
85.5,44.5,2670
86.5,44.5,2670
87.5,44.5,2670
88.5,44.5,2670
89.5,44.5,2670
90.5,44.5,2670
91.5,44.5,2670
92.5,44.5,2670
93.5,44.5,2670
94.5,44.5,2670
95.5,44.5,2670
96.5,44.5,2670
97.5,44.5,2670
98.5,44.5,2670
99.5,44.5,2670
100.5,44.5,2670
101.5,44.5,2670
102.5,44.5,2670
103.5,44.5,2670
104.5,44.5,2670
105.5,44.5,2670
106.5,44.5,2670
107.5,44.5,2670
108.5,44.5,2670
109.5,44.5,2670
110.5,44.5,2670
111.5,44.5,2670
112.5,44.5,2670
113.5,44.5,2670
114.5,44.5,2670
65.5,43.5,2670
66.5,43.5,2670
67.5,43.5,2670
68.5,43.5,2670
69.5,43.5,2670
70.5,43.5,2670
71.5,43.5,2670
72.5,43.5,2670
73.5,43.5,2670
74.5,43.5,2670
75.5,43.5,2670
76.5,43.5,2670
77.5,43.5,2670
78.5,43.5,2670
79.5,43.5,2670
80.5,43.5,2670
81.5,43.5,2670
82.5,43.5,2670
83.5,43.5,2670
84.5,43.5,2670
85.5,43.5,2670
86.5,43.5,2670
87.5,43.5,2670
88.5,43.5,2670
89.5,43.5,2670
90.5,43.5,2670
91.5,43.5,2670
92.5,43.5,2670
93.5,43.5,2670
94.5,43.5,2670
95.5,43.5,2670
96.5,43.5,2670
97.5,43.5,2670
98.5,43.5,2670
99.5,43.5,2670
100.5,43.5,2670
101.5,43.5,2670
102.5,43.5,2670
103.5,43.5,2670
104.5,43.5,2670
105.5,43.5,2670
106.5,43.5,2670
107.5,43.5,2670
108.5,43.5,2670
109.5,43.5,2670
110.5,43.5,2670
111.5,43.5,2670
112.5,43.5,2670
113.5,43.5,2670
114.5,43.5,2670
65.5,42.5,2670
66.5,42.5,2670
67.5,42.5,2670
68.5,42.5,2670
69.5,42.5,2670
70.5,42.5,2670
71.5,42.5,2670
72.5,42.5,2670
73.5,42.5,2670
74.5,42.5,2670
75.5,42.5,2670
76.5,42.5,2670
77.5,42.5,2670
78.5,42.5,2670
79.5,42.5,2670
80.5,42.5,2670
81.5,42.5,2670
82.5,42.5,2670
83.5,42.5,2670
84.5,42.5,2670
85.5,42.5,2670
86.5,42.5,2670
87.5,42.5,2670
88.5,42.5,2670
89.5,42.5,2670
90.5,42.5,2670
91.5,42.5,2670
92.5,42.5,2670
93.5,42.5,2670
94.5,42.5,2670
95.5,42.5,2670
96.5,42.5,2670
97.5,42.5,2670
98.5,42.5,2670
99.5,42.5,2670
100.5,42.5,2670
101.5,42.5,2670
102.5,42.5,2670
103.5,42.5,2670
104.5,42.5,2670
105.5,42.5,2670
106.5,42.5,2670
107.5,42.5,2670
108.5,42.5,2670
109.5,42.5,2670
110.5,42.5,2670
111.5,42.5,2670
112.5,42.5,2670
113.5,42.5,2670
114.5,42.5,2670
65.5,41.5,2670
66.5,41.5,2670
67.5,41.5,2670
